round,loss,recon_loss,kl_loss,num_available,mean_staleness
1,335.81668759765626,334.2022115234375,1.6144770889282227,11,0.45
10,180.0185240966797,167.7583751953125,12.260149244689941,5,1.5
20,147.19378374023438,133.12334143066406,14.070442846679688,7,1.1
30,133.71067287597657,115.44694149169922,18.263732696533204,14,0.5
40,126.30743389892578,106.26241809082032,20.04501600036621,10,0.8
50,122.2732359375,101.59601004638672,20.677225842285157,8,1.2
