round,loss,recon_loss,kl_loss,num_available,mean_staleness
1,335.81668759765626,334.2022115234375,1.6144770889282227,11,0.45
10,189.68622104492187,175.71095610351563,13.975264343261719,5,1.5
20,150.70418669433593,136.71805178222655,13.986135592651367,7,1.1
30,134.82316943359376,117.1928915649414,17.630277398681642,14,0.5
40,125.38622520751953,105.23845494384766,20.1477701171875,10,0.8
50,120.34595102539062,99.67405910644531,20.67189127807617,8,1.2
