round,loss,recon_loss,kl_loss,num_available
1,231.31346901855468,224.29430859375,7.019160662841797,11
10,144.24573303222655,128.2797328857422,15.966000286865235,5
20,126.59653464355469,106.074015234375,20.522518682861328,7
30,119.23418264160156,97.10353793945312,22.13064504394531,14
40,115.22251495361328,92.27331842041016,22.949196096801757,10
50,112.73404520263672,89.39922351074219,23.334821740722656,8
